"TOA5","CR1000XSeries","CR1000X","3654","CR1000X.Std.02.00","CPU:DraftMasterprogram_30m_1secScan_DailyValuesDraft_PR1.CR1X","64063","Main"
"TIMESTAMP","RECORD","Batt_volt_Min","PTemp","AirTemp_Avg","RH_Avg","DewPt_Avg","Wind_Speed_m_s","Wind_Direction_deg","Wind_Direction_STD","WindGust_at_15m_Max","WindSpeed_at_2m_Avg","WindSpeed_at_2m_Max","WindSpeed_at_10m_Avg","WindSpeed_at_10m_Max","Stn_Baro_kpa_Avg","MSL_Baro_kpa_Avg","Precip_mm_Tot","RainRate_hrmax_Max","RainRate_hrmax_TMx","Snow_Depth_m_Avg","SR50A_SignalQuality_Avg","SnowFall_past6h","SnowFall_past24h","CO2_conc_Avg","CO2_conc_Std","SR01up_Avg","SR01down_Avg","IR01up_Avg","IR01down_Avg","NR01TC_Avg","NR01TK_Avg","NetRS_Avg","NetRl_Avg","Albedo_Avg","UpTot_Avg","DnTot_Avg","NetTot_Avg","IR01upCo_Avg","IR01downCo_Avg","VWC_20cm_Avg","VWC_40cm_Avg","VWC_60cm_Avg","VWC_80cm_Avg","VWC_100cm_Avg","BulkEC_20cm_Avg","BulkEC_40cm_Avg","BulkEC_60cm_Avg","BulkEC_80cm_Avg","BulkEC_100cm_Avg","SoilTemp_20cm_Avg","SoilTemp_40cm_Avg","SoilTemp_60cm_Avg","SoilTemp_80cm_Avg","SoilTemp_100cm_Avg","SwMatricPot_Tension_Avg","SwMatricPot_Temp_Avg"
"TS","RN","V","°C","°C","%","","m/s","Deg","Deg","m/s","m/s","m/s","m/s","m/s","","","mm","","","m","","","","ppm","ppm","W/m²","W/m²","W/m²","W/m²","°C","K","W/m²","W/m²","%","W/m²","W/m²","W/m²","W/m²","W/m²","m³/m³","m³/m³","m³/m³","m³/m³","m³/m³","dS/m","dS/m","dS/m","dS/m","dS/m","°C","°C","°C","°C","°C","kPa","°C"
"","","Min","Smp","Avg","Avg","Avg","WVc","WVc","WVc","Max","Avg","Max","Avg","Max","Avg","Avg","Tot","Max","TMx","Avg","Avg","Smp","Smp","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2018-12-14 15:30:00",6,13.62,6.227,4.903,99.7,4.86,1.141,145.4,22.6,3.341,0.528,1.272,0.783,1.976,100.4,101.2,0,0,"2018-12-14 15:00:01",0.007,174.7,"NAN","NAN",536.2,7.238,96.6,8.72,-5.908,-5.38,4.953,278.1,87.8,-0.528,0.091,90.7,3.345,87.3,333.3,333.8,0.204,0.274,0.286,0.279,0.216,0.051,0.071,0.06,0.037,0.04,1.09,2.62,3.7,4.517,5.71,-12.5,1.4
"2018-12-14 16:00:00",7,13.61,6.355,4.828,99.8,4.808,0.347,103.4,86.8,1.871,0.433,1.107,0.51,1.203,100.5,101.3,0,0,"2018-12-14 15:30:01",0.005,179.6,"NAN","NAN",543.6,7.032,32.18,2.751,-1.175,-5.288,4.892,278,29.43,4.113,0.08,31,-2.537,33.54,337.7,333.6,0.204,0.275,0.286,0.279,0.216,0.051,0.071,0.06,0.038,0.04,1.09,2.623,3.7,4.527,5.71,-12.5,1.4
"2018-12-14 16:30:00",8,13.62,5.946,4.459,100,4.459,0.233,29.24,81.6,0.908,0.26,0.698,0.297,0.826,100.5,101.3,0,0,"2018-12-14 16:00:01",0.008,192.4,"NAN","NAN",544.8,7.201,10.26,0.427,-1.451,-7.067,4.65,277.8,9.83,5.617,0.013,8.81,-6.64,15.45,336.2,330.6,0.204,0.274,0.286,0.279,0.216,0.052,0.07,0.06,0.038,0.04,1.097,2.6,3.7,4.543,5.707,-12.5,1.4
"2018-12-14 17:00:00",9,13.62,5.463,4.086,100,4.085,0.261,260.5,42.49,2.672,0.118,0.631,0.2,0.546,100.5,101.3,0,0,"2018-12-14 16:30:01",0.009,189.9,"NAN","NAN",555.6,8.17,0.999,-0.134,-0.824,-7.295,4.452,277.6,1.133,6.471,-0.186,0.175,-7.429,7.604,335.9,329.4,0.204,0.275,0.286,0.279,0.216,0.051,0.071,0.06,0.036,0.04,1.093,2.597,3.7,4.523,5.7,-12.5,1.4
"2018-12-14 17:30:00",10,13.64,5.061,3.975,100,3.974,0.489,266.8,41.95,2.512,0.263,0.714,0.428,1.516,100.5,101.3,0,0,"2018-12-14 17:00:01",0.002,182,"NAN","NAN",549,11.8,-0.004,0.115,-0.831,-7.507,4.445,277.6,-0.119,6.675,"INF",-0.835,-7.392,6.557,335.9,329.2,0.204,0.275,0.286,0.279,0.216,0.051,0.07,0.06,0.037,0.04,1.087,2.623,3.7,4.533,5.7,-12.5,1.4
"2018-12-14 18:00:00",11,13.64,4.802,3.907,100,3.905,0.179,284.3,20.71,1.11,0.076,0.549,0.074,0.579,100.6,101.3,0,0,"2018-12-14 17:30:01",0.001,175.4,"NAN","NAN",531.6,8.12,-0.003,0.143,-0.328,-7.24,4.439,277.6,-0.146,6.911,"NAN",-0.332,-7.097,6.766,336.3,329.4,0.204,0.275,0.286,0.279,0.215,0.05,0.071,0.061,0.037,0.04,1.083,2.603,3.7,4.52,5.7,-12.5,1.4
"2018-12-14 18:30:00",12,13.64,4.622,3.802,100,3.8,0.29,254.9,37.19,1.406,0.053,0.499,0.347,0.631,100.6,101.3,0,0,"2018-12-14 18:00:01",0.002,170.7,-0.01,"NAN",529.5,6.872,0.078,0.25,-0.392,-7.226,4.386,277.5,-0.172,6.833,"NAN",-0.314,-6.975,6.662,336,329.2,0.204,0.274,0.286,0.279,0.215,0.052,0.072,0.06,0.036,0.039,1.09,2.607,3.7,4.53,5.7,-12.5,1.4
"2018-12-14 19:00:00",13,13.65,4.506,3.91,100,3.908,0.274,216.9,22.48,1.076,0.133,0.648,0.302,0.595,100.6,101.3,0,0,"2018-12-14 18:30:01",0.001,181,-0.02,"NAN",543.1,8.1,0.188,0.254,-0.282,-7.228,4.453,277.6,-0.066,6.946,"NAN",-0.094,-6.974,6.88,336.4,329.5,0.205,0.275,0.286,0.279,0.215,0.051,0.07,0.06,0.036,0.04,1.077,2.623,3.7,4.513,5.7,-12.5,1.4
"2018-12-14 19:30:00",14,13.65,4.417,3.908,100,3.907,0.438,231.8,47.88,1.118,0.19,0.796,0.414,0.727,100.5,101.3,0,0,"2018-12-14 19:00:01",-0.002,170,-0.01,"NAN",542.9,7.354,-0.618,0.185,-3.149,-8.71,4.433,277.6,-0.803,5.557,0.283,-3.767,-8.52,4.754,333.5,327.9,0.205,0.275,0.286,0.279,0.215,0.051,0.071,0.06,0.038,0.04,1.087,2.613,3.7,4.513,5.7,-12.5,1.4
"2018-12-14 20:00:00",15,13.65,3.843,3.114,100,3.112,0.323,223.4,38.81,1.609,0.079,0.499,0.242,0.611,100.5,101.3,0,0,"2018-12-14 19:30:01",-0.003,172.1,-0.01,"NAN",546.9,8.23,-2.767,0.371,-10.22,-11.44,3.781,276.9,-3.138,1.22,-0.141,-12.99,-11.07,-1.918,323.3,322,0.205,0.274,0.286,0.279,0.215,0.05,0.071,0.06,0.036,0.04,1.087,2.617,3.7,4.513,5.7,-12.5,1.4
"2018-12-14 20:30:00",16,13.67,2.935,2.25,100,2.247,0.267,277.1,34.06,1.084,0.162,0.565,0.416,0.743,100.5,101.3,0,0,"2018-12-14 20:00:01",-0.003,169.9,-0.01,"NAN",543.7,7.92,-2.937,1.205,-11.82,-9.8,2.958,276.1,-4.141,-2.02,-0.415,-14.76,-8.59,-6.161,317.7,319.7,0.205,0.274,0.286,0.279,0.216,0.051,0.071,0.06,0.036,0.04,1.087,2.603,3.7,4.523,5.7,-12.5,1.4
"2018-12-14 21:00:00",17,13.7,2.483,2.292,100,2.289,0.552,253.4,25.33,1.701,0.409,0.829,0.524,1.087,100.6,101.3,0,0,"2018-12-14 20:30:01",-0.002,170.6,-0.01,"NAN",558.1,7.3,-0.995,0.686,-6.247,-8.65,3.027,276.2,-1.68,2.405,-0.408,-7.242,-7.967,0.725,323.6,321.2,0.206,0.274,0.286,0.279,0.216,0.051,0.071,0.06,0.037,0.04,1.07,2.597,3.7,4.51,5.7,-12.5,1.4
"2018-12-14 21:30:00",18,13.7,2.181,2.569,100,2.566,0.991,257.8,26.7,3.027,0.517,0.992,0.706,2.535,100.6,101.3,0,0,"2018-12-14 21:00:01",-0.002,174.1,-0.01,"NAN",533.5,14.39,-1.606,1.02,-9.17,-10.36,3.335,276.5,-2.625,1.186,-0.725,-10.78,-9.34,-1.44,322.2,321,0.206,0.274,0.286,0.279,0.216,0.05,0.07,0.06,0.035,0.04,1.083,2.607,3.7,4.52,5.7,-12.5,1.4
"2018-12-14 22:00:00",19,13.71,1.999,2.658,100,2.655,1.043,281,28.26,3.247,0.439,1.371,0.747,2.831,100.5,101.3,0,0,"2018-12-14 21:30:01",-0.003,175.1,-0.01,"NAN",512.2,7.053,-2.962,0.864,-13.45,-12.28,3.584,276.7,-3.827,-1.165,-0.308,-16.41,-11.42,-4.992,319.1,320.2,0.207,0.274,0.286,0.279,0.216,0.052,0.071,0.06,0.038,0.04,1.08,2.61,3.7,4.513,5.7,-12.5,1.4
"2018-12-14 22:30:00",20,13.73,1.648,2.207,100,2.204,0.714,283.9,23.75,2.925,0.265,0.976,0.527,1.466,100.5,101.3,0,0,"2018-12-14 22:00:01",-0.003,173.8,-0.01,"NAN",512.1,7.074,-3.231,0.755,-12.7,-11.99,3.185,276.3,-3.986,-0.715,-0.239,-15.93,-11.23,-4.701,317.9,318.6,0.207,0.274,0.286,0.279,0.216,0.052,0.071,0.06,0.037,0.04,1.07,2.623,3.7,4.52,5.7,-12.49016,1.4
"2018-12-14 23:00:00",21,13.73,1.478,2.111,100,2.108,0.749,258.5,39.33,2.579,0.427,1.186,0.576,2.172,100.5,101.3,0,0,"2018-12-14 22:30:01",-0.002,175.8,-0.01,"NAN",510.8,7.063,-2.127,0.541,-9.45,-9.73,2.824,276,-2.669,0.279,-0.283,-11.58,-9.19,-2.39,319.4,319.2,0.207,0.274,0.286,0.279,0.216,0.053,0.07,0.06,0.038,0.04,1.08,2.59,3.7,4.517,5.7,-12.46333,1.4
"2018-12-14 23:30:00",22,13.73,1.378,1.758,100,1.754,0.244,233.2,40.39,1.464,0.16,0.648,0.292,0.891,100.5,101.3,0,0,"2018-12-14 23:00:01",-0.003,172.9,0,"NAN",513.3,6.938,-2.468,0.476,-9.33,-8.6,2.414,275.6,-2.944,-0.724,-0.192,-11.8,-8.13,-3.668,317.6,318.3,0.208,0.274,0.286,0.279,0.216,0.053,0.07,0.06,0.037,0.04,1.067,2.623,3.7,4.51,5.7,-12.43667,1.4
"2018-12-15 00:00:00",23,13.75,1.04,1.107,100,1.102,0.326,242.9,23.2,1.666,0.284,0.681,0.431,0.776,100.5,101.2,0,0,"2018-12-14 23:30:01",-0.003,170.2,0,"NAN",517.8,7.413,-2.753,1.091,-11.01,-7.949,1.795,274.9,-3.845,-3.061,-0.42,-13.76,-6.858,-6.906,313,316.1,0.208,0.274,0.286,0.279,0.216,0.053,0.07,0.06,0.036,0.04,1.077,2.593,3.7,4.51,5.697,-12.44317,1.4
"2018-12-15 00:30:00",24,13.75,0.737,0.803,100,0.797,0.585,266.6,35.12,2.553,0.411,0.878,0.538,0.973,100.4,101.2,0,0,"2018-12-15 00:00:01",-0.003,170.9,0,"NAN",524.2,6.907,-2.511,0.973,-9.98,-6.853,1.499,274.6,-3.483,-3.122,-0.398,-12.49,-5.881,-6.605,312.6,315.8,0.208,0.274,0.286,0.279,0.216,0.053,0.07,0.06,0.036,0.039,1.073,2.607,3.7,4.503,5.7,-12.44667,1.4
"2018-12-15 01:00:00",25,13.76,0.497,0.602,100,0.596,0.408,317.4,56.43,1.583,0.343,0.747,0.402,0.842,100.5,101.2,0,0,"2018-12-15 00:30:01",-0.003,170.7,0,"NAN",525.1,7.271,-2.936,0.722,-10.26,-6.007,1.116,274.3,-3.658,-4.255,-0.25,-13.2,-5.285,-7.914,310.6,314.8,0.208,0.274,0.286,0.279,0.216,0.052,0.071,0.06,0.036,0.04,1.083,2.613,3.7,4.52,5.697,-12.4235,1.4
"2018-12-15 01:30:00",26,13.77,0.203,0.212,100,0.205,0.317,225.3,36.32,1.11,0.301,0.698,0.358,0.907,100.5,101.3,0,0,"2018-12-15 01:00:01",-0.003,170.3,0,"NAN",527.6,6.952,-2.76,1.224,-10.02,-5.103,0.663,273.8,-3.983,-4.913,-0.463,-12.78,-3.879,-8.9,308.7,313.6,0.208,0.274,0.286,0.279,0.216,0.052,0.07,0.06,0.037,0.04,1.083,2.597,3.7,4.503,5.697,-12.4,1.4
"2018-12-15 02:00:00",27,13.78,-0.049,-0.001,100,-0.008,0.51,235.4,19.76,1.591,0.466,0.813,0.55,1.352,100.5,101.3,0,0,"2018-12-15 01:30:01",-0.002,170.4,0,"NAN",533,7.132,-2.424,1.296,-10,-4.546,0.423,273.6,-3.72,-5.45,-0.542,-12.42,-3.25,-9.17,307.6,313.1,0.208,0.274,0.286,0.279,0.216,0.053,0.07,0.06,0.036,0.04,1.087,2.597,3.7,4.503,5.69,-12.4,1.4
"2018-12-15 02:30:00",28,13.78,-0.248,-0.101,99.9,-0.108,0.312,276.6,84.2,1.464,0.273,0.731,0.336,0.956,100.5,101.3,0,0,"2018-12-15 02:00:01",-0.002,170.7,0,"NAN",527,8.86,-2.502,1.102,-9.38,-4.139,0.305,273.5,-3.604,-5.243,-0.449,-11.88,-3.037,-8.85,307.7,312.9,0.21,0.274,0.286,0.279,0.216,0.054,0.071,0.06,0.036,0.04,1.09,2.58,3.7,4.497,5.7,-12.4,1.4
"2018-12-15 03:00:00",29,13.79,-0.423,-0.408,99.9,-0.416,0.241,8.24,67.72,0.925,0.158,0.581,0.294,0.595,100.5,101.3,0,0,"2018-12-15 02:30:01",-0.002,170,0,"NAN",523.8,6.741,-2.668,0.913,-8.89,-3.519,-0.066,273.1,-3.581,-5.369,-0.346,-11.55,-2.606,-8.95,306.4,311.8,0.219,0.274,0.286,0.279,0.216,0.053,0.071,0.06,0.037,0.04,1.09,2.587,3.7,4.503,5.7,-12.4,1.4
"2018-12-15 03:30:00",30,13.8,-0.589,-0.576,99.9,-0.584,0.268,298.8,68.05,1.423,0.313,0.813,0.272,0.94,100.6,101.3,0,0,"2018-12-15 03:00:01",-0.002,170.3,0,"NAN",529.8,6.996,-2.348,1.178,-8.32,-2.867,-0.427,272.7,-3.526,-5.456,-0.516,-10.67,-1.689,-8.98,305.3,310.8,0.216,0.274,0.286,0.279,0.216,0.054,0.07,0.06,0.037,0.039,1.09,2.593,3.7,4.497,5.7,-12.4,1.4
"2018-12-15 04:00:00",31,13.8,-0.708,-0.63,99.9,-0.638,0.091,320.3,77.99,0.547,0.138,0.581,0.05,0.546,100.6,101.4,0,0,"2018-12-15 03:30:01",-0.002,170,0,"NAN",533.9,6.613,-2.154,1.344,-7.549,-2.285,-0.633,272.5,-3.497,-5.264,-0.648,-9.7,-0.941,-8.76,305.2,310.4,0.208,0.274,0.286,0.279,0.216,0.053,0.071,0.06,0.037,0.04,1.077,2.58,3.7,4.503,5.7,-12.4,1.4
"2018-12-15 04:30:00",32,13.81,-0.75,-0.535,99.9,-0.542,0.143,264.6,72.23,1.321,0.181,0.565,0.217,0.611,100.7,101.5,0,0,"2018-12-15 04:00:01",-0.002,170.3,0,"NAN",537.8,6.937,-1.564,1.453,-6.625,-1.945,-0.598,272.6,-3.017,-4.679,-0.969,-8.19,-0.493,-7.696,306.3,310.9,0.208,0.274,0.286,0.279,0.216,0.053,0.07,0.06,0.036,0.04,1.073,2.6,3.7,4.493,5.69,-12.4,1.4
"2018-12-15 05:00:00",33,13.81,-0.743,-0.497,99.9,-0.504,0.277,64.98,88.3,2.108,0.333,1.107,0.262,0.907,100.7,101.5,0,0,"2018-12-15 04:30:01",-0.002,170.1,0,"NAN",536.8,7.015,-1.901,1.17,-7.146,-2.294,-0.353,272.8,-3.071,-4.851,-0.645,-9.05,-1.125,-7.922,306.9,311.7,0.208,0.274,0.286,0.279,0.216,0.053,0.071,0.06,0.038,0.04,1.077,2.603,3.7,4.493,5.7,-12.4,1.4
"2018-12-15 05:30:00",34,13.81,-0.757,-0.67,99.9,-0.678,0.129,7.223,45.66,1.729,0.162,0.715,0.237,0.694,100.8,101.5,0,0,"2018-12-15 05:00:01",-0.002,170,0,"NAN",532.8,6.907,-2.116,0.957,-7.052,-2.431,-0.373,272.8,-3.073,-4.62,-0.457,-9.17,-1.475,-7.693,306.9,311.5,0.209,0.274,0.286,0.279,0.216,0.055,0.071,0.06,0.036,0.039,1.093,2.6,3.7,4.49,5.697,-12.4,1.4
"2018-12-15 06:00:00",35,13.82,-0.831,-0.861,99.9,-0.87,0.203,317.4,27.35,1.068,0.267,0.698,0.394,0.727,100.8,101.5,0,0,"2018-12-15 05:30:01",-0.002,170.2,0,"NAN",535.3,7.026,-2.192,0.847,-7.285,-2.517,-0.495,272.7,-3.039,-4.767,-0.39,-9.48,-1.67,-7.807,306.1,310.8,0.209,0.274,0.286,0.279,0.216,0.054,0.071,0.06,0.037,0.04,1.077,2.587,3.7,4.49,5.697,-12.4,1.4
"2018-12-15 06:30:00",36,13.82,-0.929,-0.929,99.9,-0.937,0.146,333.5,48.82,0.926,0.215,0.681,0.264,0.743,100.8,101.6,0,0,"2018-12-15 06:00:01",-0.002,169.9,0,"NAN",537.8,7.107,-2.05,1.245,-7.611,-2.332,-0.725,272.4,-3.295,-5.278,-0.637,-9.66,-1.087,-8.57,304.7,310,0.208,0.274,0.286,0.279,0.216,0.053,0.07,0.06,0.037,0.04,1.087,2.573,3.7,4.493,5.68,-12.4,1.4
"2018-12-15 07:00:00",37,13.82,-1.003,-1.043,99.9,-1.052,0.24,285.6,23.04,0.833,0.285,0.631,0.505,0.793,100.8,101.6,0,0,"2018-12-15 06:30:01",-0.002,170,0,"NAN",540.2,6.992,-1.993,1.343,-7.273,-2.421,-0.633,272.5,-3.337,-4.852,-0.699,-9.27,-1.077,-8.19,305.4,310.3,0.208,0.274,0.286,0.279,0.216,0.054,0.071,0.06,0.037,0.04,1.087,2.573,3.7,4.483,5.683,-12.4,1.4
"2018-12-15 07:30:00",38,13.82,-1.061,-0.999,99.9,-1.007,0.387,311.2,22.93,0.958,0.479,0.665,0.525,0.727,100.8,101.6,0,0,"2018-12-15 07:00:01",-0.002,170,0,"NAN",554,9.46,-1.964,1.085,-7.011,-2.266,-0.756,272.4,-3.049,-4.745,-0.559,-8.97,-1.181,-7.794,305.1,309.9,0.208,0.274,0.286,0.279,0.216,0.055,0.071,0.06,0.037,0.04,1.09,2.58,3.7,4.483,5.69,-12.4,1.4
"2018-12-15 08:00:00",39,13.82,-1.086,-1.049,99.9,-1.057,0.859,8.8,21.28,2.683,0.217,0.631,0.491,1.055,100.8,101.5,0,0,"2018-12-15 07:30:01",-0.002,170.7,0,"NAN",551.6,9.43,1.072,1.45,-7.69,-2.926,-0.35,272.8,-0.377,-4.764,0.498,-6.617,-1.476,-5.141,306.3,311.1,0.208,0.274,0.286,0.279,0.216,0.055,0.071,0.06,0.037,0.04,1.087,2.573,3.7,4.487,5.667,-12.4,1.4
"2018-12-15 08:30:00",40,13.82,-0.967,-0.439,99.9,-0.447,0.819,41.26,27.18,2.63,0.217,0.796,0.471,1.714,100.9,101.6,0,0,"2018-12-15 08:00:01",-0.002,170.2,0,"NAN",544.2,6.976,15.89,3.137,-7.471,-3.076,0.2,273.4,12.75,-4.394,0.206,8.42,0.061,8.36,309.1,313.5,0.208,0.274,0.286,0.279,0.216,0.056,0.071,0.06,0.036,0.04,1.093,2.563,3.7,4.47,5.67,-12.39667,1.4
"2018-12-15 09:00:00",41,13.82,-0.578,0.004,99.9,-0.003,0.751,36.44,22.14,2.247,0.288,0.878,0.442,1.483,100.9,101.6,0,0,"2018-12-15 08:30:01",-0.002,170.1,0,"NAN",545.1,7.143,46.19,7.232,-7.993,-2.857,0.505,273.7,38.96,-5.136,0.158,38.19,4.374,33.82,310,315.1,0.208,0.274,0.286,0.279,0.216,0.057,0.071,0.06,0.034,0.04,1.093,2.577,3.7,4.49,5.68,-12.39667,1.4
"2018-12-15 09:30:00",42,13.8,-0.05,0.197,100,0.191,0.444,21.7,27.37,2.091,0.284,0.665,0.226,0.842,100.8,101.6,0,0,"2018-12-15 09:00:01",-0.002,170,0,"NAN",541.8,7.095,62.25,8.73,-4.009,-3.025,1.054,274.2,53.52,-0.984,0.14,58.24,5.702,52.54,316.5,317.5,0.208,0.274,0.286,0.279,0.216,0.053,0.071,0.06,0.036,0.04,1.093,2.547,3.7,4.467,5.667,-12.37667,1.4
"2018-12-15 10:00:00",43,13.79,0.6,0.696,100,0.69,0.239,286.7,60.26,0.916,0.263,0.715,0.386,0.81,100.9,101.6,0,0,"2018-12-15 09:30:01",-0.002,170.3,0,"NAN",541.8,7.068,89,11.25,-5.275,-4.08,1.52,274.7,77.74,-1.195,0.127,83.7,7.174,76.54,317.4,318.6,0.208,0.275,0.286,0.279,0.216,0.054,0.071,0.06,0.036,0.04,1.083,2.577,3.7,4.483,5.65,-12.35667,1.4
"2018-12-15 10:30:00",44,13.77,1.328,1.414,100,1.409,0.103,317.9,51.29,0.807,0.102,0.45,0.048,0.496,100.8,101.6,0,0,"2018-12-15 10:00:01",-0.002,191.7,0,"NAN",542,7.188,110.7,12.94,-8.44,-4.101,1.921,275.1,97.8,-4.341,0.117,102.3,8.84,93.4,316.2,320.5,0.208,0.275,0.286,0.279,0.216,0.055,0.071,0.06,0.035,0.04,1.083,2.58,3.7,4.467,5.63,-12.34683,1.4
"2018-12-15 11:00:00",45,13.76,2.189,2.257,100,2.253,0.592,65.08,30.68,2.116,0.342,1.074,0.459,1.625,100.8,101.6,0,0,"2018-12-15 10:30:01",-0.001,172.8,0,"NAN",526.7,9.14,140.9,16.46,-9.57,-2.46,2.521,275.7,124.5,-7.107,0.117,131.4,14,117.4,317.9,325,0.208,0.275,0.286,0.279,0.216,0.054,0.072,0.06,0.035,0.04,1.093,2.577,3.7,4.467,5.647,-12.34317,1.4
"2018-12-15 11:30:00",46,13.74,2.94,2.911,96.6,2.43,0.818,32.35,32.45,1.896,0.429,1.025,0.687,1.575,100.8,101.5,0,0,"2018-12-15 11:00:01",-0.002,182.9,0,"NAN",523,7.698,137.8,15.99,-8.93,-1.879,2.96,276.1,121.8,-7.055,0.116,128.9,14.11,114.8,320.6,327.7,0.208,0.275,0.286,0.279,0.216,0.054,0.071,0.06,0.037,0.04,1.097,2.563,3.7,4.467,5.643,-12.35683,1.4
"2018-12-15 12:00:00",47,13.71,3.603,3.424,91,2.097,1.053,47.47,26.86,2.766,0.63,1.535,0.879,2.222,100.7,101.5,0,0,"2018-12-15 11:30:01",-0.003,184.6,0,"NAN",523.1,7.829,120.9,13.87,-4.546,-1.224,3.426,276.6,107.1,-3.322,0.115,116.4,12.64,103.7,327.2,330.6,0.208,0.275,0.286,0.279,0.216,0.055,0.07,0.06,0.037,0.04,1.097,2.583,3.7,4.46,5.63,-12.35,1.4
"2018-12-15 12:30:00",48,13.7,4.089,3.645,90,2.161,1.018,66.49,35.12,3.611,0.594,2.308,0.853,2.387,100.7,101.5,0,0,"2018-12-15 12:00:01",-0.005,184.3,0,-0.01,525.7,7.944,111.1,12.65,-3.416,-1.205,3.631,276.8,98.5,-2.211,0.114,107.7,11.44,96.3,329.3,331.6,0.208,0.275,0.286,0.279,0.216,0.055,0.071,0.06,0.035,0.04,1.093,2.577,3.7,4.457,5.653,-12.3465,1.4
"2018-12-15 13:00:00",49,13.69,4.607,3.852,89.9,2.343,0.667,101.7,46.57,2.369,0.571,1.486,0.678,1.433,100.7,101.5,0,0,"2018-12-15 12:30:01",-0.004,187.6,-0.01,-0.03,526.1,7.443,150,17.09,-5.65,-0.9,3.96,277.1,132.9,-4.751,0.114,144.3,16.19,128.1,328.7,333.4,0.208,0.275,0.286,0.279,0.215,0.057,0.07,0.06,0.038,0.04,1.1,2.573,3.7,4.453,5.64,-12.31683,1.4
"2018-12-15 13:30:00",50,13.67,5.048,3.842,87.2,1.91,1.223,100.1,46.78,4.042,0.764,2.308,1.062,4.048,100.7,101.5,0,0,"2018-12-15 13:00:01",-0.001,181.3,0,-0.01,504.8,8.29,165.3,19.12,-10.21,-1.516,3.949,277.1,146.2,-8.7,0.116,155.1,17.61,137.5,324.1,332.8,0.208,0.275,0.286,0.279,0.215,0.055,0.073,0.06,0.037,0.04,1.097,2.56,3.7,4.47,5.62,-12.31333,1.4
"2018-12-15 14:00:00",51,13.66,5.231,3.644,86.4,1.581,1.406,50.21,33.55,3.932,0.811,2.109,1.184,3.752,100.7,101.4,0,0,"2018-12-15 13:30:01",-0.001,169.2,0,-0.01,498.4,7.057,142.4,16.83,-12.29,-1.745,3.605,276.8,125.6,-10.54,0.118,130.1,15.08,115,320.3,330.9,0.208,0.275,0.286,0.279,0.215,0.054,0.071,0.06,0.036,0.04,1.1,2.577,3.7,4.463,5.627,-12.30667,1.403
"2018-12-15 14:30:00",52,13.66,5.221,3.778,85.7,1.601,1.389,46.43,27.6,3.932,0.764,2.374,1.084,3.785,100.6,101.4,0,0,"2018-12-15 14:00:01",-0.001,180.9,0,-0.01,503.2,7.158,118.4,14.53,-13.41,-2.328,3.581,276.7,103.9,-11.08,0.123,105,12.2,92.8,319.1,330.2,0.208,0.275,0.286,0.279,0.215,0.054,0.072,0.06,0.036,0.04,1.093,2.583,3.7,4.463,5.617,-12.30333,1.407
"2018-12-15 15:00:00",53,13.66,5.058,3.827,85.1,1.562,1.457,68.73,36.16,4.067,0.694,2.224,1.15,3.637,100.6,101.4,0,0,"2018-12-15 14:30:01",-0.004,173.2,0,-0.01,509.3,7.489,90,11.38,-14.39,-4.083,3.647,276.8,78.59,-10.31,0.126,75.58,7.297,68.28,318.4,328.8,0.208,0.275,0.286,0.279,0.215,0.053,0.07,0.06,0.035,0.04,1.09,2.58,3.7,4.47,5.623,-12.3,1.407
"2018-12-15 15:30:00",54,13.65,4.815,3.663,83.1,1.068,1.513,71.7,38.6,3.932,0.804,2.729,1.146,3.587,100.7,101.4,0,0,"2018-12-15 15:00:01",-0.004,175,0,-0.01,504.2,7.28,65.74,8.47,-14.7,-5.24,3.499,276.6,57.27,-9.46,0.129,51.04,3.229,47.81,317.4,326.9,0.208,0.275,0.286,0.279,0.215,0.055,0.07,0.06,0.036,0.04,1.097,2.577,3.7,4.47,5.603,-12.3,1.403
"2018-12-15 16:00:00",55,13.66,4.299,3.208,82.4,0.504,1.93,74.64,33.7,5.739,1.035,3.821,1.583,4.968,100.7,101.5,0,0,"2018-12-15 15:30:01",-0.004,176.7,0,-0.01,499,7.021,32.46,4.603,-16.07,-6.342,3.028,276.2,27.86,-9.73,0.144,16.39,-1.74,18.13,313.8,323.5,0.208,0.275,0.286,0.279,0.215,0.055,0.07,0.06,0.037,0.04,1.097,2.58,3.7,4.463,5.61,-12.3,1.42
"2018-12-15 16:30:00",56,13.67,3.667,2.813,84,0.379,2.2,66.91,31.66,5.688,1.065,3.015,1.648,4.656,100.7,101.5,0,0,"2018-12-15 16:00:01",-0.003,177.2,0,-0.01,498.6,6.885,9.3,1.855,-18.8,-6.956,2.644,275.8,7.448,-11.85,0.222,-9.5,-5.101,-4.399,309.2,321.1,0.208,0.275,0.286,0.279,0.215,0.056,0.071,0.06,0.037,0.04,1.093,2.587,3.7,4.47,5.613,-12.3,1.427
